PRICING_EFFECTIVE_DATE,PRICING_END_DATE,SALES_CHANNEL_TYPE,CUSTOMER_TYPE_CODE,ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
2023-10-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,249415,VINO NOBILE DE MONTEPULCIANO - FRESCOBALDI TENUTA CALIMAIA,8.00743E+12,0.75,1,14.5,42.99,0
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,300301,FIVE VINEYARDS - PINOT BLANC,7.76546E+11,0.75,1,12.5,16.99,0
2017-09-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,360669,CHATEAU CARIGNAN 2014,3.41947E+12,0.75,1,13,30,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,371776,ST EMILION - CHATEAU CANON 2020,,0.75,1,13,275,NA
2021-08-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,397409,DOURO - CASA FERREIRINHA BARCA VELHA,5.60101E+12,0.75,1,14.5,520,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,14843,TOMATIN - 2006 CASK,5.01848E+12,0.7,1,55.8,176.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,71004,SENA - VINEDO CHADWICK 2018,,1.5,1,13.5,400.99,1
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Sparkling Wine,ITALY,155122,BOLLICINI - SPARKLING CUVEE CAN,8.16253E+11,0.25,4,11,20.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,184832,POMEROL - CHATEAU LE BON PASTEUR 2017,3.76014E+12,0.75,1,13,135,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,187512,SAPPORO - 6PK BOTTLE,56910600069,0.355,6,5,16.29,NA
2020-08-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,207277,BOURGOGNE - DOMAINE DES BEAUMONT PINOT NOIR 2016,3.76013E+12,0.75,1,12.5,46.99,0
2023-10-20 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,331725,TWISTED TEA - SLIGHTLY SWEET 12 CAN,87692019596,0.355,12,5,24.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,342436,CHARDONNAY - BONTERRA ORGANIC MENDOCINO CTY 2021,82896780419,0.75,1,13.5,23.99,0
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,347719,PAUILLAC - CHATEAU LYNCH BAGES 2020,,0.75,1,13,300,NA
2022-11-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,390933,HAUT MEDOC - CHATEAU BELLEVUE 2019,3.77E+12,0.75,1,14,50,NA
2023-06-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,457510,ST JULIEN - CHATEAU LEOVILLE POYFERRE 2020,6.96852E+11,0.75,1,13,225,NA
2022-04-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,487053,CRU CORTON CHARLEMAGNE GRAND CRU - LOUIS LATOUR,3.56692E+12,1.5,1,14,690,0
2020-09-06 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Sake,Japan Sake,JAPAN,856039,KUBOTA JUNMAI DAIGINJO MANJYU,4.98428E+12,0.72,1,15,81.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,White Rum,CANADA,596,BACARDI - SUPERIOR WHITE,6.20213E+11,0.375,1,40,12.49,NA
2022-01-02 0:00,9999-12-31 0:00,RETAIL,COU,General Merchandise,De-Alcoholized Product,Wine De-Alcoholized Product,AUSTRALIA,19083,LOXTON - CABERNET SAUVIGNON,63448100084,0.75,1,0.5,7.19,0
2021-07-14 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,50099,MARGAUX - CHATEAU BOYD CANTENAC 2018,,0.75,1,13,110,NA
2021-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,53593,MOULIS - CHATEAU CHASSE-SPLEEN 2018,3.41947E+12,0.75,1,13,85,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,73390,FREQUENCY - THANK YOU WHITE,6.87928E+11,0.75,1,12,14.47,1
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,254029,LAPHROAIG SELECT,80686813064,0.75,1,40,65.99,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,317725,MEURSAULT - CHATEAU DE MEURSAULT LIMOZIN 2021,3.6614E+12,0.75,1,13.5,165.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Blanco/Silver Tequila,MEXICO,411304,DOS PRIMOS - TEQUILA BLANCO,88352135601,0.75,1,40,89.99,NA
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,414987,CABERNET SAUVIGNON - PENFOLDS BIN 407 2019,12354071476,0.75,1,14.5,109.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,427492,PINOT NOIR - DOMAINE DROUHIN DUNDEE HILLS 2021,12086860225,0.75,1,14.1,54.99,0
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,465951,BARSAC - CHATEAU DOISY DAENE 2020,3.60905E+12,0.375,1,13,50,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,663468,AUCHENTOSHAN - AMERICAN OAK,5.0105E+12,0.75,1,40,63.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,750547,CABERNET SAUVIGNON - ESCORIHUELA 1884 ESTATE GROWN MENDOZA,7.79042E+12,0.75,1,14,19.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Asian Spirits,China Spirits,CHINA,781986,LUZHOU - LAOJIAO TOU QU,6.9018E+12,0.5,1,52,37.79,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Red Wine,SPAIN,31722,SIERRA DE GREDOS - TELMO RODRIGUEZ PEGASO PIZARRA,8.43604E+12,0.75,1,14.5,58.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,186109,FETTERCAIRN - 12 YEAR OLD,5.01397E+12,0.7,1,40,99.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,POLAND,245167,LUKSUSOWA,5.90019E+12,1.14,1,40,40.49,NA
2023-10-12 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,308922,BOURGOGNE BLANC - ROC DES BOUTIRES,3.76011E+12,0.75,1,13,46.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,403170,LOUIS ROEDERER - ROSE BRUT 2016,7.34599E+11,0.75,1,12,128.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,441264,CAB SAUV CARMENERE - BARON PHILIPPE DE ROTHSCHILD MAPA,7.80446E+12,0.75,1,13,11.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Fruit Liqueurs,ITALY,467520,LUXARDO - MARASCHINO,8.00035E+12,0.75,1,32,44.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,533133,SANDHILL - SMALL LOTS BARBERA SANDHILL EST 2018,58976500116,0.75,1,13.5,32.97,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,681403,SLEEMAN - HONEY BROWN LAGER,56910230129,0.341,12,5,23.79,NA
2021-11-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,790188,CABERNET SAUVIGNON - FLIP FLOP,81308001500,0.75,1,13.5,7.97,1
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,799221,CABERNET SAUVIGNON - SMOKY BAY,57496007556,3,1,13.5,28.49,1
2016-09-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,949453,CHATEAU MOUTON ROTHSCHILD 2013,,0.75,1,13,750,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,950022,BEAUJOLAIS NOUVEAU PAPER LABEL 2023,3.35165E+12,0.75,1,13,21.97,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Other Spirits,Flavoured Spirits,UNITED STATES OF AMERICA,47787,EVAN WILLIAMS - ORIGINAL SOUTHERN EGG NOG,96749025336,0.75,1,15,19.97,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,UNITED STATES OF AMERICA,65011,FIFTH GENERATION - TITO'S HANDMADE,6.19947E+11,0.75,1,40,35.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,68312,CHIVAS REGAL - 12 YEAR OLD,80432400463,1.75,1,40,108.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,77644,PINOT NOIR - CONO SUR ORGANIC,7.80432E+12,0.75,1,14,17.99,0
2022-07-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,181701,CHABLIS GRAND CRU BOUGROS - DOMAINE WILLIAM FEVRE 2018,3.44362E+12,0.75,1,13,119.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,257165,ST EMILION - CHATEAU CROIX DE LABRIE 2015,3.66421E+12,0.75,1,13.5,125,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,285734,GLENMORANGIE - 18 YEAR OLD,5.01049E+12,0.75,1,43,249.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,294199,SAZERAC - STRAIGHT RYE WHISKEY,88004139940,0.75,1,45,57.99,NA
2021-12-17 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,390255,LATRICIERES CHAMBERTIN - DOMAINE FAIVELEY 2014,7.95898E+11,0.75,1,14,369.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Red Wine,SPAIN,393675,ZARAGOZA GARNACHA AS LADIERAS - CUEVAS DE AROM,8.4366E+12,0.75,1,14,32.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Rose Wine,CANADA,402277,WESBERT WINERY - ROSE 2021,6.15666E+11,0.75,1,13.4,26.99,1
2023-07-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Red Wine,SPAIN,426781,RIBEIRA SACRA - ENVINATE LOUSAS SEOANE,91952127310,0.75,1,13,96.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,465856,MERLOT - CONCHA Y TORO FRONTERA,7.80432E+12,1.5,1,12,15.99,0
2022-11-24 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,15733,CHAMPAGNE BRUNO PAILLARD - ASSEMBLAGE 1989,,3,1,12,2500,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,39407,CHILEAN RED - PUMA,7.80435E+12,1.5,1,12.5,17.99,1
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,81430,CHARDONNAY - EDNA VALLEY CENTRAL COAST 2019,18138201022,0.75,1,13.9,21.49,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,95133,ST EMILION - CHATEAU CHEVAL BLANC 2013,3.66026E+12,0.75,1,13,900,0
2019-10-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,98387,LITTLEMILL - 25 YEAR OLD SINGLE MALT SCOTCH WHISKY,5.01684E+12,0.75,1,50.4,7100,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,165991,BODACIOUS - BOURBON,63657038574,0.75,1,12,11.49,2
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,203539,VENETO APPASSIMENTO - TOMMASI ARELE,8.00465E+12,0.75,1,13,28.99,1
2022-03-06 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,247353,CHECKMATE  - FOOL'S MATE CHARDONNAY 2014,7.76546E+11,1.5,1,14.3,239.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,324749,PAPPY VAN WINKLE'S - 20 YEAR OLD FAMILY RESERVE,89319123747,0.75,1,45.2,625,NA
2023-06-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,362307,PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITE BLANC 2020,,0.75,1,13,290,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,388669,BOURGOGNE CHARDONNAY - JEAN MARC BOILLOT 2019,3.76016E+12,0.75,1,13,39.99,NA
2022-12-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,401883,BRUNELLO DI MONTALCINO RISERVA - BIONDI SANTI 2015,8.05419E+12,0.75,1,14,999,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand Red Wine,NEW ZEALAND,613299,PINOT NOIR BORTHWICK VINEYARD,9.42101E+12,0.75,1,14.1,38.97,0
2023-07-30 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Gin,Dry Gin,UNITED KINGDOM,637504,HENDRICK'S GIN,83664990436,0.75,1,44,55.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,864595,CHIANTI CLASSICO - CASTELLO DI AMA AMA,8.02185E+12,0.75,1,13,44.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,903393,CARLING - EXTRA OLD STOCK CAN,56327273238,0.355,6,5.65,9.29,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Asian Spirits,Korea Spirits,KOREA - SOUTH,30195,JINRO - CHAMISUL GREEN GRAPE,8.80105E+12,0.36,1,13,8.79,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,52013,MORELLINO DI SCANSANO - LE PUPILLE 2021,8.03097E+12,0.75,1,13.5,27.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,83332,BORDEAUX - MOUTON CADET HERITAGE EDITION 2017,8.78448E+11,0.75,1,14.5,23.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Sparkling Wine,SPAIN,88591,FREIXENET - CAVA CORDON NEGRO GRAN SELECCION BRUT,88601003002,0.75,1,12,19.49,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,122937,KAHLUA,89540454283,1.75,1,16,58.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,219030,FORT BERENS ESTATE - PINOT GRIS,6.2699E+11,0.75,1,12.5,23.99,0
2021-07-18 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,351781,PAUILLAC - CHATEAU LATOUR LES FORTS DE LATOUR 2015,3.27704E+12,0.75,1,13,550,0
2023-08-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,357767,ST JULIEN - CONNETABLE TALBOT 2020,3.60905E+12,0.75,1,13,70,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Red Wine,SPAIN,428827,VINO DE LA TIERRA  - BODEGAS MANZANOS EL TOREAU,8.42195E+12,0.75,1,13,11.99,0
2023-03-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,433811,IRANCY - SIMONNET FEBVRE PARADIS,3.42251E+12,0.75,1,14.3,64.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,446500,PESSAC LEOGNAN - CHATEAU HAUT BRION 2015,3.41947E+12,0.75,1,13,1000,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,450671,BARNSIDE BREWING - PORT GUICHON OAT PORTER TALL CAN,6.96852E+11,0.473,4,5.6,15.29,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Port Wine,PORTUGAL,509836,TAYLOR FLADGATE - LATE BOTTLED VINTAGE 2017,8.08755E+11,0.375,1,20,16.99,10
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Mezcal,MEXICO,43252,LOS SIETE MISTERIOS - ESPADIN CUISHE ENSAMBLE,7.50302E+12,0.75,1,44,103.99,NA
2022-10-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,69969,MARGAUX - CHATEAU MARGAUX 2019,7.14153E+11,0.75,1,13,1600,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Sherry Wine,SPAIN,73452,CROFT - ORIGINAL PALE CREAM,8.41001E+12,0.75,1,17.5,17.49,6
2022-03-06 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,88013,CHECKMATE - BLACK ROOK MERLOT 2013,7.76546E+11,1.5,1,14.4,274.99,0
2021-08-08 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,90558,POMEROL - VIEUX CHATEAU CERTAN 2018,,0.75,1,13,675,NA
2020-01-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,95224,CHATEAU CLERC MILON 2013,,0.75,1,13,81.99,0
2016-09-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,95265,CHATEAU COS D'ESTOURNEL 2013,,0.75,1,13,249,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Canadian Whisky,CANADA,112672,WISER'S - SPECIAL BLEND,48415345286,1.75,1,40,52.99,NA
2021-08-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,123081,ST EMILION - CHATEAU PAVIE 2018,,0.75,1,13,1000,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,138663,MISSION HILL FAMILY ESTATE OCULUS 2014 3L,7.76546E+11,3,1,14.5,975,0
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,166020,CHATEAUNEUF DU PAPE - DOMAINE DUSEIGNEUR CATARINA 2020,3.38519E+12,0.75,1,15.5,69.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,288605,OLD YALE BREWING - SASQUATCH STOUT,6.2699E+11,0.65,1,5,6.57,NA
2023-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,307906,CHATEANEUF DU PAPE - VIDAL FLEURY BLANC,3.34006E+12,0.75,1,12.5,89.99,0
2022-08-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,390810,MARGAUX - CHATEAU LASCOMBES 2019,3.41025E+12,0.75,1,14.5,190,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,420054,GOLD HILL - CHARISMA UN-OAKED CHARDONNAY,6.2699E+11,0.75,1,12,20.99,0
2022-05-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,677344,ANJOU CHENIN BLANC - CHATEAU DE LA ROULERIE 2019,3.66437E+12,0.75,1,13,32.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Canadian Whisky,CANADA,1412,WISER'S - SPECIAL BLEND,48415345293,1.14,1,40,34.49,NA
2021-01-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,32926,CLOS SAINT DENIS GRAND CRU - LOUIS JADOT DOMAINE GAGEY 2017,3.53593E+12,0.75,1,13.5,520,0
2021-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,53457,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2018,,0.75,1,13,1500,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Sparkling Wine,SPAIN,94912,SEGURA VIUDAS - CAVA HEREDAD BRUT RESERVE,33293650003,0.75,1,12,39.99,0
2021-08-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,143862,PESSAC LEOGNAN - CHATEAU HAUT BERGEY 2018,7.14153E+11,0.75,1,13,60,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,313445,SAUMUR CHAMPIGNY - DOMAINE FILLIATREAU 2020,3.46576E+12,0.75,1,13.5,33.99,0
2022-10-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,388606,CHASSAGNE MONTRACHET - BACHELET RAMONET 2020,3.76016E+12,0.75,1,13,88.99,NA
2023-03-05 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,416642,DALMORE - 100 YEARS OF DALMORE,87647114192,0.75,3,40,35000,NA
2023-07-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,459319,PIPER HEIDSIECK - VINTAGE 2014,3.01834E+12,0.75,1,12,99.99,0
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,465942,PAUILLAC - CHATEAU PICHON COMTESSE 2020,,0.75,1,13,390,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Prosecco Wine,ITALY,609040,NINO FRANCO - VALDOBBIADENE PROSECCO SUPERIORE BRUT,8.0161E+12,0.75,1,11,35.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,646117,OLD GRAND DAD - KENTUCKY BOURBON,80686407409,0.75,1,40,32.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,729665,PACIFIC WESTERN - PACIFIC PILSNER CAN,7.74558E+11,0.355,15,5,20.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,885145,JOIEFARM - PINOT NOIR,6.92739E+11,0.75,1,13,34.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,CANADA,3012,ALBERTA PURE,7.7768E+11,1.14,1,40,34.49,NA
2022-09-10 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,39575,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2019,,0.75,1,13,1600,NA
2022-10-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,39848,ST EMILION - CHATEAU TROPLONG MONDOT 2019,3.7603E+12,0.75,1,13,250,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,Amber Rum,JAMAICA,67424,APPLETON ESTATE - 8 YO RESERVE,69321004555,0.75,1,43,39.99,NA
2023-11-04 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,73007,STEEL & OAK - SMOKED HONEY BOCK .650L,6.28451E+11,0.65,1,7.2,7.69,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,106179,DOMAINE D'OR - WHITE,48162000414,4,1,11.5,33.99,0
2021-07-15 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,133403,PAUILLAC - ECHO DE LYNCH BAGES 2018,,0.75,1,13,100,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,147819,SYRAH - FALERNIA RESERVA ELQUI 2015,7.80962E+12,0.75,1,14,19.99,0
2023-01-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,183982,CHARDONNAY - CHATEAU ST JEAN CALIFORNIA 2017,7.7972E+11,0.75,1,13.4,17.49,0
