PRICING_EFFECTIVE_DATE,PRICING_END_DATE,SALES_CHANNEL_TYPE,CUSTOMER_TYPE_CODE,ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Import Beer,Europe Beer,BELGIUM,554089,HOEGAARDEN,5.41023E+12,0.33,6,5,15.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,827188,AUCHENTOSHAN - 21 YEAR OLD,5.0105E+12,0.75,1,43,250.99,NA
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Gin,Dry Gin,CANADA,3913,GORDONS - LONDON DRY,6.22153E+11,0.375,1,40,14.99,NA
2022-10-22 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,39523,PESSAC LEOGNAN - LE CLARENCE DE HAUT BRION ROUGE 2019,7.14153E+11,0.75,1,13,380,NA
2022-11-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,60825,BARSAC - CHATEAU COUTET 2019,6.66784E+11,0.375,1,13,60,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,117807,ST EMILION - CHATEAU TROPLONG MONDOT 2017,3.60905E+12,0.75,1,13,230,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,125586,ERMITAGE - CHAPOUTIER L'ERMITE 2016,3.39118E+12,0.75,1,14,535,0
2021-07-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,143068,ST EMILION - CHATEAU PAVIE 2018,,0.75,1,13,1000,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile White Wine,CHILE,175310,SAUVIGNON BLANC - VINA GARCES SILVA BOYA LEYDA VALLEY 2022,7.80461E+12,0.75,1,12.5,18.49,0
2017-09-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,250001,CHATEAU LASCOMBES 2014,,0.75,1,13,120,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Fortified Wine,Port Wine,PORTUGAL,271585,FONSECA - BIN 27 RESERVE,5.01352E+12,0.75,1,20,22.99,10
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,341875,BOURGOGNE PINOT NOIR - LOUIS JADOT COUVENT DES JACOBINS,3.53592E+12,0.75,1,13,36.99,0
2023-08-12 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,382171,PAUILLAC - CHATEAU PONTET CANET 2020,,0.75,1,13,290,NA
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,434630,COMPASS BOX - ULTRAMARINE,8.32889E+11,0.7,1,51,459.99,NA
2018-12-09 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,454066,CHATEAU SMITH HAUT LAFITTE BLANC 2012,3.43801E+12,0.75,1,13,170,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,South Africa Wine,South Africa Red Wine,AUSTRALIA,461486,SHIRAZ - ABALONE CAPE,3.33275E+12,0.75,1,13,11.97,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,521021,CABERNET SAUVIGNON - COPPOLA BLACK LABEL CLARET 2019,7.39959E+11,0.75,1,14.5,24.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,545640,CABERNET SAUVIGNON - RUPERT WINES PROTEA,6.0098E+12,0.75,1,14,17.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,698712,PIPER HEIDSIECK - CUVEE BRUT,3.01833E+12,0.375,1,12,45.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Canadian Whisky,CANADA,6291,WAYNE GRETZKY - RED CASK WHISKY,6.27167E+11,0.75,1,40,34.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile White Wine,CHILE,33285,SAUVIGNON BLANC - CONO SUR BICICLETA,7.80432E+12,1,1,12.5,11.99,0
2022-09-10 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,76199,ST ESTEPHE - CHATEAU CALON SEGUR 2019,3.70103E+12,0.75,1,13,250,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Other Country Wine,Other Country White Wine,CROATIA,77840,DALMATIA VUGAVA - STINA 2021,6.2699E+11,0.75,1,12.5,38.99,0
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,179424,CHIANTI CLASSICO GRAND SELEZIONE - CASTELLO DI MONSANTO 2016,8.03324E+12,0.75,1,14,145.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,277093,BLAKE BOULEVARD - CABERNET SAUVIGNON,63657045022,0.75,1,13,15.99,1
2023-12-17 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,309082,VANCOUVER ISLAND - MYSTIC HAZE PALE ALE 8 PACK,6.20097E+11,0.355,8,4.5,15.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,LATVIA,332213,STOLI - PREMIUM,89540436593,0.375,1,40,14.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,379677,COPPER MOON - MALBEC,48162014220,1.5,1,14,17.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,421347,BEAUNE 1ER CRU CLOS DES URSULES - LOUIS JADOT 18,3.53593E+12,0.75,1,13.5,119.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,464821,ARDBEG - ARDCORE,5.01049E+12,0.75,1,46,195.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Cider,Domestic Cider,CANADA,488155,OKANAGAN APPLE CIDERS - ORCHARD PEACH,7.79305E+11,0.355,6,5,14.29,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,511519,SAUVIGNON BLANC - VILLA MARIA SINGLE VINEYARD TAYLORS PASS,9.41442E+12,0.75,1,12.5,29.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Rose Wine,CHILE,17035,ROSE MERLOT - 8 RIOS,7.80432E+12,0.75,1,12,13.99,0
2022-07-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,52633,SAUTERNES - CHATEAU D'YQUEM 2007,,0.375,1,13,525,10
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,107415,VEUVE CLICQUOT - LA GRANDE DAME X YAYOI KUSAMA EDITION,3.04961E+12,0.75,1,12.5,268.99,0
2021-07-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,142941,ST JULIEN - CHATEAU LANGOA BARTON 2018,,0.75,1,13,130,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,207820,PESSAC-LEOGNAN - CHATEAU MALARTIC LAGRAVIERE ROUGE 2017,3.27704E+12,0.75,1,13,100,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia White Wine,AUSTRALIA,226860,CHARDONNAY - WOLF BLASS YELLOW LABEL,87000308497,0.75,1,13,17.49,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,359196,CARLSBERG - PILSNER TALL CAN,6.75326E+11,0.473,1,5,2.69,NA
2023-07-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,382083,PESSAC LEOGNAN - CHATEAU PAPE CLEMENT BLANC 2020,,0.75,1,13,260,NA
2022-08-17 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,392413,PAUILLAC - CHATEAU L'EVANGILE 2019,,0.75,1,13,575,NA
2023-09-25 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Other Country Whisky,JAPAN,426018,NIKKA - YOICHI 10 YEAR OLD SINGLE MALT,4.90423E+12,0.7,1,45,194.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,454088,LUNESSENCE - GAMAY,7.93588E+11,0.75,1,12.5,21.97,0
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,465790,ST JULIEN - CHATEAU LAGRANGE 2020,3.76017E+12,0.75,1,13,125,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Canadian Whisky,CANADA,774497,SPICEBOX - CHOCOLATE WHISKY,57496007488,0.75,1,35,27.99,NA
2021-08-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,Dark Rum,CANADA,2063,LAMB'S - NAVY,48415345422,0.75,1,40,22.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,122812,CHATEAUNEUF DU PAPE - PERRIN LES SINARDS,6.3147E+11,0.75,1,13.98,44.99,0
2023-10-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,151137,ENRICO - CORONET,6.2699E+11,0.75,1,13,23.99,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,186059,PARALLEL 49 - CRAFT PACK CANS,8.23994E+11,0.355,12,5,22.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,200980,AUSTRALIAN RED - YELLOW TAIL JAMMY RED ROO,8.39743E+11,0.75,1,12,12.49,1
2020-08-22 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,217051,MARGAUX - CHATEAU BRANE CANTENAC 2017,6.2699E+11,0.75,1,13,150,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Other Fortified Import Wine,PORTUGAL,280982,BLANDY'S - RICH DUKE OF CLARENCE MADEIRA,5.01087E+12,0.75,1,19,29.99,7
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Mezcal,MEXICO,325806,ILEGAL MEZCAL - JOVEN,89744757357,0.75,1,40,78.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Cognac,FRANCE,349076,D'USSE -  V.S.O.P.,80480002923,0.75,1,40,99.99,NA
2024-02-18 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,353990,REMIX - VODKA SODA BLACKBERRY MANGO CAN,6.28882E+11,0.355,6,5,12.99,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362812,MARGAUX - CHATEAU LASCOMBES 2020,3.41025E+12,0.75,1,13,180,NA
2022-02-05 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,377054,NAPA VALLEY RED - NAPANOOK 2018,6.36595E+11,0.75,1,14.5,154.99,0
2023-07-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,382162,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2020,7.14153E+11,0.75,1,13,1600,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,526863,JACKSON TRIGGS PROPRIETOR'S SELECTION MALBEC,63657033715,4,1,13,43.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,680975,CABERNET SAUVIGNON - VINA RIOJANAS LA CHAYA,7.79027E+12,0.75,1,12.5,12.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,820647,DIABOLICA - WHITE,7.76546E+11,0.75,1,12.7,16.99,1
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Brandy,FRANCE,14944,MARQUIS DE VILLARD V.S.O.P.,3.42868E+12,0.75,1,40,29.99,NA
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,42804,BRUNELLO DI MONTALCINO RISERVA - ANTINORI PIAN DELLE VIGNE V,8.00194E+12,0.75,1,14,215.99,0
2016-09-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,95158,CARRUADES DE LAFITE 2013,,0.75,1,12.5,299,0
2020-01-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Rose Wine,CHILE,128924,ROSE - MIRAFLORA,7.80435E+12,0.75,1,12.5,6.97,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,131441,CHASSAGNE MONTRACHET 1ER LES VERGERS - DOMAINE MARC MOREY 21,8.31906E+11,0.75,1,13.5,189.99,0
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Blanco/Silver Tequila,MEXICO,272542,JOSE CUERVO - TRADICIONAL SILVER,82000760436,0.75,1,40,38.49,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362668,POMEROL - CHATEAU NENIN 2020,6.96852E+11,0.75,1,13,150,NA
2023-09-13 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,367686,PAUILLAC - LES FORTS DE LATOUR 2017,3.41295E+12,0.75,1,13,535,0
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,389528,SAUVIGNON BLANC - DOG POINT MARLBOROUGH 2022,9.42102E+12,0.75,1,13.5,39.99,0
2023-10-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,395475,DIRTY LAUNDRY - GEWURZTRAMINER WOO WOO VINES 2023,6.96852E+11,0.75,1,12.5,19.99,1
2022-08-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,464600,VOLNAY 1ER CAILLERETS ANC CUVEE CARNOT - BOUCHARD PERE 2019,3.33769E+12,0.75,1,13.5,145.99,0
2022-08-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,496576,BRUNELLO DI MONTALCINO RESERVA - FULIGNI 2016,7.26452E+11,0.75,1,14.5,259.99,0
2023-07-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,542548,SANCERRE - HENRI BOURGEOIS LES BARONNES 2019,3.36591E+12,0.75,1,13,40.99,0
2023-01-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,608067,FAUGERES - DOMAINE DE CEBENE LES BANCELS ORGANIC 2017,3.7004E+12,0.75,1,13.5,33.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,618421,NAKED GRAPE - PINOT GRIGIO,63657018217,1.5,1,12.5,17.99,1
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,878108,COTES DU RHONE - CHATEAU DES TOURS RESERVE 2015,97985150141,0.75,1,14.9,79.99,0
2016-09-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,944397,CHATEAU AUSONE 2013,,0.75,1,13,999,NA
2022-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,26942,AUSTRALIAN RED - MCGUIGAN BLACK LABEL,7.64254E+11,1.5,1,13,21.99,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,38542,CABERNET SAUVIGNON - CHRONIC CELLARS SIR REAL,8.18051E+11,0.75,1,13.8,24.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,49031,MACON LUGNY - LOUIS LATOUR LES GENIEVRES,3.56692E+12,0.75,1,13,36.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina White Wine,ARGENTINA,57296,CHARDONNAY - RECRI,7.79031E+12,0.75,1,12.5,7.99,1
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,71142,DIABOLICA - RED,7.76546E+11,0.75,1,14,17.99,2
2022-10-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,229680,POMMARD 1ER CRU LES ARVELETS - JC BOISSET,3.26098E+12,0.75,1,13.5,135.99,0
2023-12-09 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,340329,CHATEAUNEUF DU PAPE BLANC -  DOM PIERRE USSEGLIO PREMIERE,3.76007E+12,0.75,1,14,88.99,0
2023-08-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,347319,PAUILLAC - CHATEAU PICHON COMTESSE 2020,,0.75,1,13,390,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Gin,Dry Gin,UNITED KINGDOM,404723,BOMBAY SAPPHIRE - LONDON DRY,6.20213E+11,1.14,1,40,40.99,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,419570,POMEROL - CHATEAU LE BON PASTEUR 2020,3.76014E+12,0.75,1,13,170,NA
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,445445,RUINART - BLANC DE BLANCS BRUT,3.18537E+12,0.75,1,12.5,129.97,0
2022-10-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,451515,DOYARD - CHAMPAGNE CUVEE VENDEMIAIRE BRUT,6.2699E+11,0.75,1,12,74.97,0
2022-07-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,480061,GLENLIVET  - 50 YEAR OLD SCOTCH WHISKEY VINTAGE COLLECTION,80432109779,0.75,1,48,35000,NA
2023-07-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Sparkling Wine,ITALY,744383,VILLA TERESA - VENETO CHARDONNAY FRIZZANTE ORGANIC,8.00762E+12,0.75,1,11,16.47,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,862003,MONTEPULCIANO D'ABRUZZO - ZACCAGNINI TRALCETTO 2017,8.02894E+12,0.75,1,12.5,21.49,0
2020-05-13 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,23540,BRUNELLO DI MONTALCINO - COSTANTI 16,7.26452E+11,0.75,1,14.5,145.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,61336,SHIRAZ - SIDEWOOD ESTATE STABLEMATE 2021,9.34233E+12,0.75,1,14,24.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,General Merchandise,De-Alcoholized Product,Wine De-Alcoholized Product,SPAIN,71236,SANGRE DE TORO - ZERO RED,8.41011E+12,0.75,1,0,7.99,4
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Rose Wine,FRANCE,97587,COTES DE PROVENCE BREEZETTE ROSE - TURQUOISE LIFE,8.52529E+11,0.75,1,12,18.97,0
2021-08-21 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,98070,MARGAUX - CHATEAU MARQUIS D'ALESME ROUGE 2018,6.96852E+11,0.75,1,13,120,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,134734,PELLER FAMILY VINEYARDS - CHARDONNAY,48162008533,4,1,12,41.99,0
2023-11-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,249241,ALSACE GEWURZTRAMINER - DOMAINE WEINBACH ALTENBOURG,3.43404E+12,0.75,1,14,88.99,2
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,263668,CHILEAN RED - DIABLO DARK RED MAULE 2021,7.80432E+12,0.75,1,13.5,22.99,2
2021-10-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,309625,CABERNET SHIRAZ - PENFOLDS BIN 389 2018,9.3103E+12,0.75,1,14.5,99.99,0
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,362679,PESSAC LEOGNAN - DOMAINE DE CHEVALIER BLANC 2020,,0.75,1,13,225,NA
2017-09-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,363515,CHATEAU L'EVANGILE 2014,,0.75,1,15,250,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,428910,SAVENNIERES COULEE DE SERRANT - NICOLAS JOLY 2020,3.35435E+12,0.75,1,14.5,149.99,0
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,432185,HEAVEN HILL - BOTTLED-IN-BOND,96749002429,0.75,1,50,79.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,521529,GRAND CRU HENGST RIESLING - JOSMEYER SAMAIN 2005,3.76009E+12,0.75,1,13,155.99,1
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,626515,CHATEAUNEUF DU PAPE - CHATEAU PIGNAN RESERVE 2001,97985081131,0.75,1,14,205.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,863944,LABATT - BUD LIGHT LIME CAN,18200159831,0.355,12,4,22.97,NA
2015-04-10 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Fruit and Dessert Wine,FRANCE,973495,CHATEAU RAYNE VIGNEAU 2007,3.76016E+12,0.375,1,13.5,29.99,10
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Gin,Dry Gin,CANADA,802,GORDONS - LONDON DRY,6.22153E+11,1.14,1,40,35.99,NA
2021-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,51032,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2018,,0.75,1,13,1600,NA
2021-08-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,123024,ST EMILION - CHATEAU FIGEAC 2018,7.14153E+11,0.75,1,13,500,NA
2018-03-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Hungary Wine,Hungary White Wine,HUNGARY,206538,TOKAJ FURMINT - SAMUEL TINON BIRTOK DRY 2014,5.99953E+12,0.75,1,13,40.99,0
2023-08-18 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Canadian Whisky,CANADA,254428,SEAGRAM'S - VO SELECT,88004055158,0.75,1,40,29.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,256001,BOURGOGNE PINOT NOIR - ALBERT BICHOT SECRET DE FAMILLE,87113112585,0.75,1,13,46.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile White Wine,CHILE,279938,SAUVIGNON BLANC - TIERRA RICA,7.8043E+12,0.75,1,13,16.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Red Wine,SPAIN,315838,PENEDES CABERNET SAUVIGNON - TORRES MAS LA PLANA,8.41011E+12,0.75,1,14.5,77.99,0
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,CANADA,350397,BANFF ICE,7.7768E+11,0.75,1,40,23.49,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,352600,GRENACHE SHIRAZ - JACOB'S CREEK DOTS,80432405185,0.75,1,14,12.99,1
2021-12-08 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,361323,GLENDRONACH - 1990 BATCH 18 CASK 9333,5.06072E+12,0.7,1,50.5,1849,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Whisky,Irish Whiskey,IRELAND,437652,THE BUSKER - TRIPLE CASK TRIPLE SMOOTH IRISH WHISKEY,50037596038,0.75,1,40,34.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy White Wine,ITALY,456117,GARDA PINOT GRIGIO - FREIXENET,8.16253E+11,0.75,1,11.5,19.99,0
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,483295,CABERNET SAUVIGNON - SPOTTSWOODE ESTATE NAPA 2019,8.50029E+11,0.75,1,13.8,399.99,0
2023-01-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,945261,VEUVE CLICQUOT - ROSE,3.04961E+12,0.75,1,12.3,101.99,0
2022-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,139717,MEYER FAMILY VINEYARDS - CHARDONNAY MCLEAN CREEK,8.08755E+11,0.75,1,13.5,37.99,0
